月の出,月の入,月齢
 6:47,18:57,  1.1
 7:13,20:12,  2.1
 7:40,21:27,  3.1
 8:11,22:44,  4.1
 8:46,24:00,  5.1
 9:28,--:--,  6.1
10:19, 1:12,  7.1
11:18, 2:16,  8.1
12:23, 3:10,  9.1
13:31, 3:54, 10.1
14:37, 4:29, 11.1
15:42, 4:58, 12.1
16:44, 5:22, 13.1
17:44, 5:44, 14.1
18:43, 6:05, 15.1
19:41, 6:25, 16.1
20:41, 6:47, 17.1
21:42, 7:10, 18.1
22:44, 7:38, 19.1
23:46, 8:10, 20.1
--:--, 8:49, 21.1
 0:45, 9:37, 22.1
 1:41,10:34, 23.1
 2:29,11:38, 24.1
 3:11,12:48, 25.1
 3:46,14:01, 26.1
 4:17,15:15, 27.1
 4:45,16:30, 28.1
 5:11,17:45, 29.1
 5:38,19:02,  0.7
 6:08,20:21,  1.7
